,Unnamed: 0,ppt_mean,soil_mean,tmax_mean,tmin_mean
33616,33616,60.629166,109.791664,24.27417,11.331252
111244,111244,86.308334,134.92917,22.03167,12.707087
93875,93875,92.26667,127.05417,22.165419,12.926251
75638,75638,64.995834,32.95,24.20125,11.844585
52901,52901,43.770832,15.45,22.38042,11.197084
108802,108802,31.254168,5.454167,24.695417,10.436251
111755,111755,74.995834,53.404167,23.620836,12.995419
907,907,87.075,101.67917,23.415003,13.228335
29514,29514,94.95,119.73333,22.239586,12.532918
91781,91781,88.73333,97.54583,22.749584,12.572084
32624,32624,63.25,30.691668,19.264168,6.2225018
80973,80973,66.35833,33.8625,23.954166,10.747501
93862,93862,74.995834,53.404167,23.620836,12.995419
71399,71399,102.92917,146.09166,24.700005,13.064168
125482,125482,74.995834,53.404167,23.620836,12.995419
111341,111341,77.38333,61.0,19.333334,7.7675014
77972,77972,37.5125,12.0,21.168753,8.187084
47341,47341,45.225,22.316668,19.533335,8.605001
131806,131806,89.84583,136.2625,14.485418,3.253751
7831,7831,81.35833,22.904167,20.009584,8.563334
87061,87061,66.566666,52.325,21.574585,9.179169
66518,66518,50.475,15.870833,19.833336,6.5104184
120022,120022,74.995834,53.404167,23.620836,12.995419
145810,145810,57.429165,18.891666,21.019585,10.575419
101538,101538,52.679165,22.141666,19.800835,7.417502
103793,103793,61.920834,68.72083,19.267918,8.853334
82108,82108,74.995834,53.404167,23.620836,12.995419
139906,139906,79.1875,69.60833,19.989586,7.625002
67782,67782,101.1,107.825,22.63042,12.505835
110940,110940,48.8125,20.966667,18.9325,10.020835
30444,30444,53.725,24.483334,17.503752,3.9312513
28788,28788,53.795834,26.841667,18.866251,7.1425014
24651,24651,98.74167,82.8,23.31667,13.772084
139754,139754,99.941666,113.504166,21.15667,10.657918
14365,14365,162.37917,290.85,27.798336,18.738337
86553,86553,52.120834,30.079166,22.21917,9.173751
87157,87157,74.995834,53.404167,23.620836,12.995419
57906,57906,97.25833,82.575,22.695417,12.346668
31039,31039,64.23333,23.7125,20.134169,6.4204183
24929,24929,103.104164,129.78334,24.437502,13.463335
2422,2422,61.270832,30.041666,18.432085,11.786668
137674,137674,114.708336,125.78333,24.385002,13.886669
106002,106002,74.995834,53.404167,23.620836,12.995419
64454,64454,43.283333,15.908334,20.778751,8.259168
73435,73435,48.983334,14.841666,20.568335,6.950835
99703,99703,63.675,45.975,19.09792,8.827917
129346,129346,92.49167,82.0875,23.260836,13.727919
94844,94844,74.995834,53.404167,23.620836,12.995419
15781,15781,93.6875,77.5375,22.940002,12.382502
125200,125200,95.5875,80.175,23.318335,13.270001
97610,97610,70.05417,48.033333,19.302502,12.331251
106297,106297,102.0,117.058334,24.790836,12.778335
16740,16740,43.2375,18.55,20.655418,8.139585
109136,109136,66.9625,67.504166,20.201668,9.507084
90392,90392,74.995834,53.404167,23.620836,12.995419
31381,31381,90.791664,76.82917,23.278337,13.591669
127989,127989,74.995834,53.404167,23.620836,12.995419
123693,123693,110.5,153.15,24.61792,13.082501
43709,43709,84.86667,76.895836,23.550005,13.350002
83816,83816,74.995834,53.404167,23.620836,12.995419
40934,40934,51.004166,36.958332,18.497084,7.3545847
148124,148124,89.6875,125.48333,21.440836,13.335002
6779,6779,63.116665,37.579166,21.315002,10.725834
20672,20672,86.71667,71.479164,18.53167,9.005419
68946,68946,50.429165,12.433333,21.046667,9.5666685
12405,12405,113.98333,115.65,24.560835,14.281252
111193,111193,64.729164,38.225,20.789167,9.592085
51375,51375,99.120834,167.7875,20.99042,10.553335
79345,79345,74.995834,53.404167,23.620836,12.995419
58983,58983,87.375,67.5375,23.012085,12.175418
2763,2763,43.845833,13.358334,19.443335,10.524585
138274,138274,118.1875,126.24167,24.393335,14.249585
123446,123446,70.1,39.9,23.621252,11.612919
105724,105724,69.3625,37.704166,23.608753,10.311667
134519,134519,118.73333,131.45,24.396667,13.190002
90344,90344,71.23333,58.054165,20.537916,7.894585
43453,43453,78.63333,74.97083,24.409168,11.851252
101731,101731,97.325,86.754166,22.90667,13.723752
73436,73436,48.541668,22.779167,18.869585,6.911668
66271,66271,83.50833,84.80417,23.451254,13.126251
4956,4956,93.6875,77.5375,22.940002,12.382502
98528,98528,94.44583,101.0875,22.083338,11.692084
76874,76874,55.4125,59.841667,24.416668,13.272084
95902,95902,74.995834,53.404167,23.620836,12.995419
85767,85767,89.40417,105.175,23.483335,11.595836
43331,43331,48.291668,20.741667,20.265003,7.1895843
1646,1646,64.04583,29.7625,24.304586,11.463334
85528,85528,94.683334,134.17084,22.575418,11.327502
65246,65246,71.92917,70.09583,18.513334,7.037501
105959,105959,52.475,18.491667,21.04875,7.0575013
58269,58269,95.0625,86.07917,23.042086,13.870419
44140,44140,74.995834,53.404167,23.620836,12.995419
39258,39258,76.3375,60.570835,20.64917,11.021252
55853,55853,71.17917,52.370834,21.962503,9.292085
135574,135574,74.995834,53.404167,23.620836,12.995419
16063,16063,70.2875,49.679165,21.947084,8.715001
69353,69353,49.425,29.2625,22.544584,9.494167
9587,9587,69.20417,49.9,17.758753,6.3212514
18848,18848,41.908333,13.5,21.48125,11.431251
888,888,74.995834,53.404167,23.620836,12.995419
108247,108247,65.59583,28.145834,24.180002,11.364168
54959,54959,112.73333,139.58333,24.038334,13.2108345
73355,73355,86.28333,124.38333,26.048336,13.902501
101629,101629,86.020836,62.6875,22.567501,11.334168
46232,46232,84.44583,85.0,22.522085,12.132503
126533,126533,94.675,72.066666,23.109587,12.693335
109741,109741,74.995834,53.404167,23.620836,12.995419
61096,61096,82.958336,136.52083,22.040834,12.258753
12650,12650,137.86667,263.42084,33.109585,21.58125
5220,5220,110.175,141.90416,24.5175,13.697084
2100,2100,21.383333,0.33333334,23.795418,10.081251
48542,48542,61.329166,33.545834,18.519587,9.049585
15745,15745,97.30417,77.72083,23.370419,12.918752
42897,42897,55.4125,59.841667,24.416668,13.272084
124931,124931,178.12917,348.06668,26.108753,15.594585
117096,117096,96.94583,90.791664,14.670001,3.1270843
81710,81710,50.5125,22.095833,18.62375,8.350001
35115,35115,82.38333,77.6625,22.954168,12.759584
9572,9572,63.233334,26.983334,24.49292,11.200835
23210,23210,97.25833,82.575,22.695417,12.346668
130278,130278,118.958336,131.37917,24.438751,14.059169
77260,77260,54.058334,17.166666,23.304169,8.784585
24379,24379,114.74167,133.075,23.493336,12.976668
141099,141099,81.59167,154.72917,21.313335,11.320835
35736,35736,54.4625,58.495834,24.615835,13.185419
41127,41127,94.35,133.16667,26.04917,15.132085
125325,125325,112.895836,131.34166,24.31292,13.3270855
8455,8455,81.145836,122.370834,19.288334,8.497084
94945,94945,113.65417,143.44167,23.8425,12.677503
126719,126719,65.44583,33.6,21.438751,7.4291677
85037,85037,73.7,101.53333,20.322502,6.287918
8904,8904,92.15417,78.6875,25.510836,15.4104185
1432,1432,74.995834,53.404167,23.620836,12.995419
139110,139110,63.366665,44.420834,18.582918,10.450835
61273,61273,116.895836,119.34583,24.498753,14.246252
74661,74661,117.13333,137.325,25.109167,14.735836
108973,108973,96.64167,100.15417,22.330004,12.496252
112150,112150,66.84583,30.929167,24.0825,11.567502
48971,48971,55.7125,46.0125,18.172918,7.0283346
73210,73210,54.008335,56.3375,24.795002,12.897919
109355,109355,132.20416,260.07083,32.980835,21.3325
115438,115438,62.958332,38.304165,20.809168,12.044168
109082,109082,54.108334,24.916666,20.551252,9.905417
8228,8228,75.933334,43.158333,23.34792,10.196668
48936,48936,99.92083,83.95417,23.118336,13.356668
60980,60980,53.729168,43.445835,18.366669,6.811668
125032,125032,94.44583,101.0875,22.083338,11.692084
18546,18546,45.1875,15.683333,19.265837,9.960419
104603,104603,38.958332,13.3125,21.008753,11.836668
102301,102301,74.995834,53.404167,23.620836,12.995419
81810,81810,94.36667,85.541664,22.942501,13.813752
135797,135797,77.65417,55.7625,26.265835,14.417086
89194,89194,74.995834,53.404167,23.620836,12.995419
28567,28567,92.90417,114.29583,24.101254,13.407918
64998,64998,58.595833,101.64167,21.715418,8.950419
77020,77020,92.4125,84.32083,22.891668,13.819168
41607,41607,80.416664,59.879166,26.109587,14.378752
85378,85378,53.495834,25.029167,18.841251,5.936668
58342,58342,38.879166,7.4666667,21.885836,9.370834
0,0,102.10833,136.16667,23.354586,13.663752
143715,143715,60.904167,30.108334,22.197918,7.6666675
132404,132404,52.104168,12.875,23.21125,9.010001
15634,15634,92.15417,78.6875,25.510836,15.4104185
18994,18994,81.27917,51.370834,16.856668,5.821668
115738,115738,82.433334,138.72084,21.825836,12.576251
138727,138727,80.8125,83.02917,20.308332,8.603751
144919,144919,88.4125,141.9375,18.62375,8.342085
72994,72994,60.308334,32.029167,16.990002,3.9075012
118848,118848,114.45417,133.55,23.985836,13.402919
8040,8040,53.795834,49.404167,24.751253,12.317919
102486,102486,94.90417,120.2875,22.170834,12.980418
46791,46791,49.283333,20.670834,20.109587,7.5875015
90105,90105,75.22083,58.741665,19.350416,7.8233347
21935,21935,55.4125,59.841667,24.416668,13.272084
56478,56478,47.55,17.854166,17.37167,8.097918
107027,107027,67.69583,40.079166,23.794586,11.984168
121270,121270,104.104164,99.225,25.840837,15.355835
91356,91356,92.225,53.129166,21.675419,9.171667
95881,95881,85.1375,137.0,22.030834,12.470836
84490,84490,91.7375,114.71667,24.591253,12.850002
197,197,85.46667,88.254166,23.584587,13.510001
124563,124563,58.008335,19.7125,24.470003,11.955419
147282,147282,74.995834,53.404167,23.620836,12.995419
57497,57497,76.15,71.291664,19.743338,7.853335
66396,66396,66.84583,30.929167,24.0825,11.567502
111199,111199,75.933334,43.158333,23.34792,10.196668
64491,64491,55.4125,59.841667,24.416668,13.272084
127212,127212,91.2,72.78333,22.682919,11.987085
63165,63165,113.98333,115.65,24.560835,14.281252
28451,28451,87.25833,75.666664,23.452917,13.065002
118159,118159,95.541664,146.66667,22.772085,11.7091675
139813,139813,93.53333,73.354164,22.647917,11.960835
87334,87334,74.995834,53.404167,23.620836,12.995419
36438,36438,109.541664,139.48334,25.765837,15.666669
2995,2995,67.45417,78.05417,20.700003,7.2562513
65602,65602,106.17917,140.35,22.567083,9.694584
17492,17492,90.77917,75.104164,23.066668,12.8358345
48473,48473,66.620834,42.8125,23.81292,12.3862505
87306,87306,81.0,64.57917,18.121252,5.768751
28172,28172,61.4875,60.908333,24.220835,12.651669
58907,58907,123.17083,221.46666,28.390835,18.10792
79078,79078,89.84583,136.2625,14.485418,3.253751
120931,120931,45.425,9.295834,27.260418,12.616251
24818,24818,52.920834,40.366665,18.445417,7.2479177
32350,32350,67.89167,43.491665,19.978336,7.5908346
42235,42235,55.4125,59.841667,24.416668,13.272084
57360,57360,53.3,16.575,20.87167,8.751668
96929,96929,47.1875,15.854167,21.83625,10.873751
110449,110449,74.995834,53.404167,23.620836,12.995419
141274,141274,74.995834,53.404167,23.620836,12.995419
83408,83408,51.283333,30.995832,22.452503,9.330418
13229,13229,55.8375,30.916666,20.514585,9.7733345
87124,87124,85.291664,76.26667,23.40667,13.211669
2831,2831,48.733334,15.916667,19.800001,6.374168
132722,132722,66.6625,35.6375,24.029585,11.962918
132535,132535,74.995834,53.404167,23.620836,12.995419
41712,41712,55.1,12.3875,22.847084,9.358752
73838,73838,51.020832,13.325,20.996252,9.3479185
7025,7025,50.429165,12.433333,21.046667,9.5666685
29161,29161,28.645834,2.5458333,22.854586,9.785002
90388,90388,59.9625,16.104166,20.904585,7.121668
122466,122466,90.1875,88.3875,23.345835,13.765418
130988,130988,93.6875,77.5375,22.940002,12.382502
56036,56036,90.1875,88.3875,23.345835,13.765418
95547,95547,55.654167,19.4875,22.996668,8.320834
63007,63007,63.170834,35.4625,23.960419,10.928752
128508,128508,49.541668,15.425,20.237501,6.7137513
60846,60846,75.979164,39.766666,23.42375,10.270418
105695,105695,86.74167,86.8,22.282503,11.032085
104021,104021,43.420834,15.208333,20.693335,11.930003
91393,91393,51.666668,26.158333,22.694584,8.308334
111538,111538,99.92083,83.95417,23.118336,13.356668
83203,83203,53.079166,24.0625,19.341667,6.4012513
24191,24191,93.6875,77.5375,22.940002,12.382502
3769,3769,72.45417,45.875,19.789167,10.539168
142420,142420,55.320835,13.6125,20.664167,8.215001
43305,43305,80.9125,65.520836,23.243753,12.231252
112358,112358,50.6125,16.1875,22.747501,8.082086
124742,124742,178.12917,348.06668,26.108753,15.594585
96101,96101,67.075,19.245832,20.60042,8.8029175
32665,32665,64.166664,29.95,24.452503,11.425419
91550,91550,71.625,57.016666,20.874586,7.9262514
123754,123754,71.225,103.475,19.050835,7.532918
76659,76659,69.84583,39.158333,17.634167,6.413335
67434,67434,65.42917,33.154167,20.935835,9.912085
101910,101910,57.633335,29.754168,20.2075,7.2841687
62664,62664,54.004166,54.604168,24.671669,12.991669
11310,11310,58.395832,32.570835,18.34417,7.374585
66085,66085,112.075,126.14167,25.611254,16.17625
143869,143869,101.1,107.825,22.63042,12.505835
25382,25382,109.09167,159.57083,19.398752,8.792918
97474,97474,81.17917,66.79583,18.984167,7.327918
6086,6086,78.59583,87.38333,20.535418,7.492501
107718,107718,84.20417,98.145836,23.785002,12.931669
74065,74065,109.541664,139.48334,25.765837,15.666669
126263,126263,74.995834,53.404167,23.620836,12.995419
35886,35886,86.0125,72.07083,25.882921,14.2454195
79123,79123,60.608334,49.475,20.39917,7.987501
98780,98780,63.283333,34.091667,21.854168,8.834584
67239,67239,69.175,33.291668,19.536251,6.5033345
111801,111801,101.96667,87.89167,22.715002,12.801668
51913,51913,73.75,50.783333,21.16167,11.570418
132698,132698,74.9125,51.8,21.466251,11.827918
80209,80209,94.325,131.62917,22.103334,12.710835
136319,136319,62.808334,30.454166,20.843752,8.325835
24708,24708,107.90833,107.620834,24.497087,14.513335
32280,32280,89.1125,96.316666,22.746668,12.400418
134781,134781,93.4625,93.40417,22.503752,12.825419
110611,110611,85.7875,139.81667,22.116251,12.212918
31343,31343,78.72083,45.870834,16.952085,6.0895844
79384,79384,93.870834,118.57083,20.44417,9.545834
104920,104920,60.866665,20.5375,21.392086,9.3166685
307,307,74.995834,53.404167,23.620836,12.995419
74821,74821,75.933334,43.158333,23.34792,10.196668
97696,97696,87.1625,70.754166,23.342503,13.240003
8937,8937,48.4875,16.079166,22.00667,9.728334
75160,75160,70.25,53.241665,22.970419,10.122085
105564,105564,62.3625,35.4125,19.81667,9.048335
99238,99238,106.441666,115.870834,21.371252,10.838335
83374,83374,85.1375,137.0,22.030834,12.470836
20815,20815,70.46667,38.3875,26.390837,13.633752
97787,97787,83.5625,80.8,17.327503,6.587085
16749,16749,53.795834,49.404167,24.751253,12.317919
6591,6591,52.920834,40.366665,18.445417,7.2479177
144848,144848,37.766666,4.025,20.182503,10.205002
76769,76769,131.67084,160.38333,24.86167,14.50917
96718,96718,61.270832,30.041666,18.432085,11.786668
28490,28490,90.45,60.866665,20.892086,8.704167
127006,127006,124.6,136.13333,25.432503,15.498336
129867,129867,76.316666,54.158333,21.518335,12.060836
21938,21938,35.970833,12.366667,23.00542,9.552918
39163,39163,64.38333,58.8875,20.488752,10.059585
41902,41902,113.98333,115.65,24.560835,14.281252
6219,6219,88.84167,128.29167,23.839582,12.534585
128739,128739,103.104164,129.78334,24.437502,13.463335
126826,126826,74.995834,53.404167,23.620836,12.995419
81235,81235,57.3125,49.191666,19.854168,10.234585
121742,121742,57.333332,31.720833,18.522501,7.552501
41060,41060,55.4125,59.841667,24.416668,13.272084
131993,131993,57.641666,42.266666,19.029585,9.106252
104227,104227,70.2125,19.795834,20.525835,8.994584
41208,41208,48.291668,20.741667,20.265003,7.1895843
2353,2353,64.7,19.6625,20.590002,9.125418
109069,109069,80.29583,52.758335,18.040417,7.1041675
122662,122662,67.558334,45.35,19.405834,11.418335
123098,123098,80.03333,74.808334,21.888336,9.710834
99715,99715,63.779167,55.966667,18.239588,10.112501
8756,8756,83.6375,86.254166,19.127918,9.009584
107697,107697,73.57917,68.15,24.029585,12.727085
11924,11924,55.4125,59.841667,24.416668,13.272084
107830,107830,92.083336,125.675,23.774586,13.206668
118961,118961,74.995834,53.404167,23.620836,12.995419
83623,83623,63.9,40.508335,23.89292,12.064586
146341,146341,63.879166,21.341667,20.445004,10.028335
103711,103711,44.029167,15.170834,21.162502,11.356668
21801,21801,55.4125,59.841667,24.416668,13.272084
77930,77930,86.23333,79.5875,22.808336,13.465836
34550,34550,113.98333,115.65,24.560835,14.281252
79094,79094,64.7125,85.4,20.093334,9.558751
97948,97948,82.15417,60.195835,23.259586,12.120835
73716,73716,75.933334,43.158333,23.34792,10.196668
103502,103502,66.9625,67.504166,20.201668,9.507084
38403,38403,90.791664,76.82917,23.278337,13.591669
53840,53840,65.27917,114.854164,22.307085,12.475002
43559,43559,73.558334,26.725,17.578753,10.981668
128588,128588,54.583332,26.770834,18.06875,5.9550014
6911,6911,37.629166,10.554167,21.427917,11.667501
56240,56240,102.9875,101.004166,23.977503,13.422918
125907,125907,85.1375,137.0,22.030834,12.470836
61945,61945,93.6875,77.5375,22.940002,12.382502
132052,132052,64.0375,47.854168,20.28167,8.178334
78359,78359,140.82916,143.55417,22.422087,11.381252
41843,41843,43.991665,12.6,19.490837,10.1708355
46254,46254,90.79583,120.0375,23.68625,12.882918
15015,15015,98.05,182.14583,27.899168,18.231667
125477,125477,100.32917,84.916664,23.27375,13.620419
58375,58375,55.4125,59.841667,24.416668,13.272084
109547,109547,56.204166,18.354166,24.399586,11.337085
142883,142883,58.858334,21.154167,21.679586,10.057084
98950,98950,74.995834,53.404167,23.620836,12.995419
58990,58990,54.808334,26.541666,19.330835,7.180835
37112,37112,84.6875,82.17917,25.049585,13.497085
90801,90801,68.70417,49.795834,23.4875,12.169584
136491,136491,74.995834,53.404167,23.620836,12.995419
26683,26683,50.25,16.545834,19.627502,6.3158345
23203,23203,58.508335,42.379166,20.245419,9.264169
58493,58493,183.32083,347.42917,26.292086,16.265003
60196,60196,89.183334,106.76667,23.389168,13.3029175
128538,128538,37.225,13.608334,33.075,18.765003
147744,147744,86.74167,86.8,22.282503,11.032085
9594,9594,84.941666,66.75833,23.271667,12.752918
43771,43771,97.30417,77.72083,23.370419,12.918752
136388,136388,45.304165,14.254167,21.85542,11.188751
80799,80799,82.958336,136.52083,22.040834,12.258753
95455,95455,74.995834,53.404167,23.620836,12.995419
116637,116637,52.195835,15.7125,20.548336,6.7720847
131527,131527,74.995834,53.404167,23.620836,12.995419
42760,42760,53.795834,49.404167,24.751253,12.317919
26912,26912,48.6375,12.604167,20.778751,10.460834
37646,37646,49.283333,20.670834,20.109587,7.5875015
127313,127313,64.520836,27.995832,20.454168,7.2825017
112309,112309,74.995834,53.404167,23.620836,12.995419
60286,60286,82.941666,63.6625,25.960836,15.112085
5647,5647,131.22084,147.00833,24.85042,15.385836
87405,87405,65.79583,42.075,19.613335,11.001668
64696,64696,60.4875,42.458332,17.895836,7.154585
8668,8668,112.875,145.07916,25.614584,15.475002
132763,132763,72.35,55.083332,23.502085,11.302503
479,479,74.995834,53.404167,23.620836,12.995419
14659,14659,81.8125,62.25,22.614586,11.294168
39003,39003,60.4875,42.458332,17.895836,7.154585
20378,20378,50.616665,29.6375,22.525003,9.415834
79213,79213,74.995834,53.404167,23.620836,12.995419
127420,127420,66.066666,42.433334,20.77125,11.595001
74179,74179,127.354164,145.05,25.353752,14.499585
42689,42689,93.6875,77.5375,22.940002,12.382502
82820,82820,93.6875,77.5375,22.940002,12.382502
94835,94835,86.308334,134.92917,22.03167,12.707087
56692,56692,42.879166,5.7208333,20.790836,10.494169
139745,139745,52.8875,33.833332,22.58792,9.566252
19105,19105,75.933334,43.158333,23.34792,10.196668
39870,39870,59.35,21.825,23.332085,8.190835
27849,27849,62.154167,32.991665,17.882084,6.6587515
59926,59926,34.4,8.691667,21.8325,8.740002
116227,116227,83.416664,137.72917,21.846252,12.447085
2447,2447,43.333332,16.416666,22.636251,10.947085
77460,77460,47.7125,18.279167,19.037086,10.120419
119138,119138,79.166664,68.316666,21.351254,11.507085
94658,94658,72.72083,41.879166,20.933338,6.8120837
123952,123952,74.995834,53.404167,23.620836,12.995419
137068,137068,74.9875,48.858334,23.590837,12.154169
24762,24762,70.00833,42.616665,18.397087,9.209168
26866,26866,68.45417,56.579166,20.853336,8.112918
62687,62687,66.925,36.604168,17.732504,6.493751
92598,92598,74.995834,53.404167,23.620836,12.995419
54951,54951,71.09583,47.4125,21.183752,11.6083355
126740,126740,110.754166,116.625,24.35625,15.062919
143967,143967,91.42083,85.025,24.80542,13.436252
13013,13013,55.4125,59.841667,24.416668,13.272084
144610,144610,74.6625,57.933334,19.636251,7.9000015
116343,116343,74.995834,53.404167,23.620836,12.995419
65655,65655,73.1625,76.32083,17.061668,7.400001
101045,101045,93.3625,103.11667,22.487501,9.634584
69214,69214,112.875,145.07916,25.614584,15.475002
5076,5076,43.770832,15.45,22.38042,11.197084
59710,59710,46.125,15.9,21.259169,11.285834
82015,82015,92.61667,53.475,21.92375,9.438751
119080,119080,93.6875,77.5375,22.940002,12.382502
2537,2537,51.3625,18.3,21.687502,10.463751
60592,60592,83.80417,63.229168,25.88042,15.776669
143313,143313,74.995834,53.404167,23.620836,12.995419
13941,13941,112.15417,160.5625,19.962086,9.760001
125562,125562,74.05,40.7,23.449167,11.532501
76826,76826,77.354164,54.5875,23.475,12.396253
113818,113818,73.504166,22.745832,20.577087,9.068335
94452,94452,64.083336,41.591667,19.694586,11.595836
1221,1221,85.7875,85.175,20.74792,7.8058343
102596,102596,74.995834,53.404167,23.620836,12.995419
75390,75390,50.708332,15.075,20.915417,10.6708355
67630,67630,45.3875,13.6875,19.15042,10.437918
140903,140903,62.145832,38.729168,20.31917,7.6200013
113533,113533,30.333334,5.8166666,21.669586,10.959168
29565,29565,49.866665,15.079166,20.684168,7.0200014
17512,17512,54.4625,58.495834,24.615835,13.185419
116503,116503,52.195835,15.7125,20.548336,6.7720847
63108,63108,55.4125,59.841667,24.416668,13.272084
90755,90755,80.47083,72.475,23.106255,12.362917
128626,128626,49.425,29.2625,22.544584,9.494167
136886,136886,74.995834,53.404167,23.620836,12.995419
130450,130450,58.525,17.258333,22.692083,8.991252
43137,43137,94.35,133.16667,26.04917,15.132085
11335,11335,61.566666,48.5625,18.310001,8.261668
64603,64603,52.208332,41.070835,24.418335,13.059169
40632,40632,64.025,37.4625,23.895836,10.723334
8505,8505,74.10833,133.00417,21.841251,12.571253
97986,97986,86.775,59.083332,23.291254,12.295001
122940,122940,77.07917,73.95417,17.229586,6.1250014
68926,68926,109.0875,144.95416,25.65917,15.205419
16908,16908,49.616665,14.6,20.694586,6.9937515
19920,19920,93.6875,77.5375,22.940002,12.382502
96591,96591,29.05,2.4125,22.860418,10.452918
142589,142589,33.158333,9.233334,23.141253,11.000419
63533,63533,89.05,95.125,22.75625,13.166669
147232,147232,102.3,111.15417,22.034586,11.902085
97621,97621,46.654167,25.6375,19.820833,7.6054177
58512,58512,93.6875,77.5375,22.940002,12.382502
82652,82652,74.995834,53.404167,23.620836,12.995419
47695,47695,59.783333,31.804167,18.452503,9.046667
74319,74319,93.6875,77.5375,22.940002,12.382502
43515,43515,66.895836,34.933334,18.264168,9.158752
44129,44129,75.933334,43.158333,23.34792,10.196668
131969,131969,64.38333,58.8875,20.488752,10.059585
72894,72894,66.02917,35.641666,23.445417,10.874585
139953,139953,62.958332,38.304165,20.809168,12.044168
134896,134896,82.433334,138.72084,21.825836,12.576251
70892,70892,83.85,22.266666,19.811253,8.449586
148263,148263,84.86667,76.895836,23.550005,13.350002
75526,75526,72.71667,57.95,20.452503,7.7641683
117297,117297,59.075,21.325,23.830004,11.206668
3684,3684,113.98333,115.65,24.560835,14.281252
98597,98597,126.20417,127.7625,24.582502,14.236253
97818,97818,82.77917,123.78333,19.769169,8.235418
33521,33521,137.86667,263.42084,33.109585,21.58125
106333,106333,95.10833,79.620834,23.22542,12.870001
99859,99859,74.995834,53.404167,23.620836,12.995419
87422,87422,50.429165,14.720834,20.669586,6.998335
78831,78831,66.57083,80.6625,19.178751,10.276251
22694,22694,55.4125,59.841667,24.416668,13.272084
47210,47210,113.98333,115.65,24.560835,14.281252
135465,135465,91.8625,109.17917,22.345835,12.866252
73420,73420,115.90417,130.95416,24.828337,13.979586
17662,17662,58.925,20.666666,21.478752,9.934168
55948,55948,52.633335,25.45,16.720835,8.305835
143872,143872,81.004166,83.07917,17.027086,6.2929177
88878,88878,51.283333,30.995832,22.452503,9.330418
27513,27513,40.970833,13.166667,20.481253,12.137086
74572,74572,102.92917,146.09166,24.700005,13.064168
41481,41481,77.354164,54.5875,23.475,12.396253
136900,136900,80.47083,72.475,23.106255,12.362917
133771,133771,101.96667,87.89167,22.715002,12.801668
22082,22082,57.154167,26.5375,17.676668,4.6733346
73897,73897,92.4125,84.32083,22.891668,13.819168
66762,66762,113.98333,115.65,24.560835,14.281252
127633,127633,74.995834,53.404167,23.620836,12.995419
44990,44990,60.4125,61.483334,19.88667,10.124169
134377,134377,69.67083,48.295834,23.733753,11.4104185
107200,107200,85.416664,58.104168,21.33042,8.809169
38029,38029,55.4125,59.841667,24.416668,13.272084
134715,134715,130.46666,152.4375,25.200003,14.627502
82033,82033,89.79583,71.191666,22.610836,11.745419
100353,100353,83.5625,80.8,17.327503,6.587085
10193,10193,50.529167,28.875,19.447918,8.536668
132916,132916,78.725,58.829166,22.514585,10.988336
7982,7982,77.316666,72.1125,25.671253,13.515418
117960,117960,60.729168,34.15,20.786251,11.06792
81356,81356,72.9,60.825,20.573753,8.577917
65781,65781,69.2875,85.44583,20.089586,8.879168
69840,69840,57.054165,65.166664,24.332502,13.199169
64885,64885,93.42917,71.479164,22.954586,12.212919
50949,50949,100.379166,84.083336,23.179167,13.059585
663,663,74.995834,53.404167,23.620836,12.995419
67719,67719,82.15417,60.195835,23.259586,12.120835
97608,97608,60.529167,49.683334,19.075418,8.046668
122655,122655,84.941666,66.75833,23.271667,12.752918
51294,51294,53.020832,21.683332,20.84667,10.394168
121389,121389,62.2625,59.7625,18.8925,10.238334
103892,103892,41.908333,13.5,21.48125,11.431251
78705,78705,113.98333,115.65,24.560835,14.281252
96437,96437,29.05,2.4125,22.860418,10.452918
132304,132304,101.96667,87.89167,22.715002,12.801668
136780,136780,91.2,72.78333,22.682919,11.987085
987,987,120.09167,128.45833,25.617086,15.416669
21925,21925,68.583336,71.833336,19.938334,8.088335
16661,16661,48.216667,25.0375,19.325418,8.128752
77413,77413,48.983334,14.841666,20.568335,6.950835
74104,74104,54.483334,38.545834,18.141668,7.516251
57070,57070,113.98333,115.65,24.560835,14.281252
78283,78283,113.98333,115.65,24.560835,14.281252
89815,89815,74.995834,53.404167,23.620836,12.995419
30612,30612,58.229168,65.7375,24.204586,13.075002
31346,31346,100.32917,84.916664,23.27375,13.620419
53573,53573,58.466667,54.566666,19.865002,10.184585
66614,66614,45.691666,19.054167,19.24,9.488336
112351,112351,89.1125,96.316666,22.746668,12.400418
9259,9259,93.6875,77.5375,22.940002,12.382502
135078,135078,87.1625,70.754166,23.342503,13.240003
85248,85248,74.995834,53.404167,23.620836,12.995419
90962,90962,60.683334,33.495834,24.252085,11.833752
7254,7254,75.933334,43.158333,23.34792,10.196668
77526,77526,91.291664,73.80417,22.87417,12.272084
117814,117814,46.8125,17.170834,19.048336,10.627086
77408,77408,55.4125,59.841667,24.416668,13.272084
129078,129078,46.583332,13.1125,20.544586,7.039168
88221,88221,45.120834,23.708334,19.184584,7.6079183
82334,82334,74.995834,53.404167,23.620836,12.995419
90085,90085,63.758335,21.720833,21.250834,6.315001
1038,1038,64.995834,32.95,24.20125,11.844585
37467,37467,73.75,50.783333,21.16167,11.570418
23772,23772,142.7875,141.1875,24.054586,13.075002
109811,109811,70.058334,61.779167,20.708336,8.1275015
